ID;URL;Chemin;Page;H1_ou_nom;Type;Parent;Template;Accessible;Sitemap;Priorite;Title;MetaDescLen;H1;Canonical;Lastmod;ProfondeurBC;Donnees;URL_cible_recommandee;Action_recommandee
U172;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-30x6mm;/plat-en-acier-laminé-à-chaud-30x6mm;Plat 30x6mm en acier laminé à chaud;Plat 30x6mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 30x6mm en acier laminé à chaud Aciers Grosjean;250;1;self;0001-01-01;5;3,55~L~d1~i3~r0~1.45 Kg;/p/plat-30x6mm-en-acier-lamine-a-chaud;301
U173;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-30x8mm;/plat-en-acier-laminé-à-chaud-30x8mm;Plat 30x8mm en acier laminé à chaud;Plat 30x8mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 30x8mm en acier laminé à chaud Aciers Grosjean;250;1;self;0001-01-01;5;4,77~L~d1~i3~r0~1.94 Kg;/p/plat-30x8mm-en-acier-lamine-a-chaud;301
U174;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-40x10mm;/plat-en-acier-laminé-à-chaud-40x10mm;Plat 40x10mm en acier laminé à chaud;Plat 40x10mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 40x10mm en acier laminé à chaud Aciers Grosjean;251;1;self;0001-01-01;5;7,83~L~d1~i3~r1~3.22 Kg;/p/plat-40x10mm-en-acier-lamine-a-chaud;301
U175;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-40x3mm;/plat-en-acier-laminé-à-chaud-40x3mm;Plat 40x3mm en acier laminé à chaud;Plat 40x3mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 40x3mm en acier laminé à chaud Aciers Grosjean;250;1;self;0001-01-01;5;2,50~L~d1~i3~r3~0.96 Kg;/p/plat-40x3mm-en-acier-lamine-a-chaud;301
U176;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-40x4mm;/plat-en-acier-laminé-à-chaud-40x4mm;Plat 40x4mm en acier laminé à chaud;Plat 40x4mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 40x4mm en acier laminé à chaud Aciers Grosjean;250;1;self;0001-01-01;5;3,24~L~d1~i3~r2~1.29 Kg;/p/plat-40x4mm-en-acier-lamine-a-chaud;301
U177;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-40x5mm;/plat-en-acier-laminé-à-chaud-40x5mm;Plat 40x5mm en acier laminé à chaud;Plat 40x5mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 40x5mm en acier laminé à chaud Aciers Grosjean;250;1;self;0001-01-01;5;3,97~L~d1~i3~r4~1.61 Kg;/p/plat-40x5mm-en-acier-lamine-a-chaud;301
U178;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-40x8mm;/plat-en-acier-laminé-à-chaud-40x8mm;Plat 40x8mm en acier laminé à chaud;Plat 40x8mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 40x8mm en acier laminé à chaud Aciers Grosjean;251;1;self;0001-01-01;5;6,28~L~d1~i3~r3~2.58 Kg;/p/plat-40x8mm-en-acier-lamine-a-chaud;301
U179;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-50x10mm;/plat-en-acier-laminé-à-chaud-50x10mm;Plat 50x10mm en acier laminé à chaud;Plat 50x10mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 50x10mm en acier laminé à chaud Aciers Grosjean;251;1;self;0001-01-01;5;9,80~L~d1~i3~r4~4.03 Kg;/p/plat-50x10mm-en-acier-lamine-a-chaud;301
U180;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-50x3mm;/plat-en-acier-laminé-à-chaud-50x3mm;Plat 50x3mm en acier laminé à chaud;Plat 50x3mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 50x3mm en acier laminé à chaud Aciers Grosjean;250;1;self;0001-01-01;5;3,16~L~d1~i3~r4~1.21 Kg;/p/plat-50x3mm-en-acier-lamine-a-chaud;301
U181;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-50x5mm;/plat-en-acier-laminé-à-chaud-50x5mm;Plat 50x5mm en acier laminé à chaud;Plat 50x5mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 50x5mm en acier laminé à chaud Aciers Grosjean;249;1;self;0001-01-01;5;4,99~L~d1~i3~r1~2.02 Kg;/p/plat-50x5mm-en-acier-lamine-a-chaud;301
U182;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-50x8mm;/plat-en-acier-laminé-à-chaud-50x8mm;Plat 50x8mm en acier laminé à chaud;Plat 50x8mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 50x8mm en acier laminé à chaud Aciers Grosjean;250;1;self;0001-01-01;5;7,83~L~d1~i3~r1~3.22 Kg;/p/plat-50x8mm-en-acier-lamine-a-chaud;301
U183;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-60x10mm;/plat-en-acier-laminé-à-chaud-60x10mm;Plat 60x10mm en acier laminé à chaud;Plat 60x10mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 60x10mm en acier laminé à chaud Aciers Grosjean;251;1;self;0001-01-01;5;11,72~L~d1~i3~r4~4.82 Kg;/p/plat-60x10mm-en-acier-lamine-a-chaud;301
U184;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-60x5mm;/plat-en-acier-laminé-à-chaud-60x5mm;Plat 60x5mm en acier laminé à chaud;Plat 60x5mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 60x5mm en acier laminé à chaud Aciers Grosjean;250;1;self;0001-01-01;5;5,98~L~d1~i3~r2~2.42 Kg;/p/plat-60x5mm-en-acier-lamine-a-chaud;301
U185;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-60x8mm;/plat-en-acier-laminé-à-chaud-60x8mm;Plat 60x8mm en acier laminé à chaud;Plat 60x8mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 60x8mm en acier laminé à chaud Aciers Grosjean;250;1;self;0001-01-01;5;9,39~L~d1~i3~r0~3.86 Kg;/p/plat-60x8mm-en-acier-lamine-a-chaud;301
U186;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-70x10mm;/plat-en-acier-laminé-à-chaud-70x10mm;Plat 70x10mm en acier laminé à chaud;Plat 70x10mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 70x10mm en acier laminé à chaud Aciers Grosjean;251;1;self;0001-01-01;5;13,70~L~d1~i3~r2~5.63 Kg;/p/plat-70x10mm-en-acier-lamine-a-chaud;301
U187;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-80x10mm;/plat-en-acier-laminé-à-chaud-80x10mm;Plat 80x10mm en acier laminé à chaud;Plat 80x10mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 80x10mm en acier laminé à chaud Aciers Grosjean;251;1;self;0001-01-01;5;18,78~L~d1~i3~r0~7.72 Kg;/p/plat-80x10mm-en-acier-lamine-a-chaud;301
U188;https://www.aciersgrosjean.be/plat-en-acier-laminé-à-chaud-80x8mm;/plat-en-acier-laminé-à-chaud-80x8mm;Plat 80x8mm en acier laminé à chaud;Plat 80x8mm en acier laminé à chaud;product;Plat en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Plat 80x8mm en acier laminé à chaud Aciers Grosjean;250;1;self;0001-01-01;5;15,63~L~d1~i3~r0~6.43 Kg;/p/plat-80x8mm-en-acier-lamine-a-chaud;301
U189;https://www.aciersgrosjean.be/cornière-inégale-en-acier-laminé-à-chaud-100x50x6mm;/cornière-inégale-en-acier-laminé-à-chaud-100x50x6mm;Cornière inégale 100x50x6mm Acier LAC;Cornière inégale 100x50x6mm Acier LAC;product;Cornière inégale en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Cornière inégale 100x50x6mm Acier LAC Aciers Grosjean;495;1;self;0001-01-01;5;17,71~L~d1~i2~r0~7.02 Kg;/p/corniere-inegale-100x50x6mm-acier-lac;301
U190;https://www.aciersgrosjean.be/cornière-inégale-en-acier-laminé-à-chaud-150x100x10mm;/cornière-inégale-en-acier-laminé-à-chaud-150x100x10mm;Cornière inégale 150x100x10mm Acier LAC;Cornière inégale 150x100x10mm Acier LAC;product;Cornière inégale en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Cornière inégale 150x100x10mm Acier LAC Aciers Grosjean;850;1;self;0001-01-01;5;49,53~L~d1~i2~r4~19.26 Kg;/p/corniere-inegale-150x100x10mm-acier-lac;301
U191;https://www.aciersgrosjean.be/cornière-inégale-en-acier-laminé-à-chaud-200x100x10mm;/cornière-inégale-en-acier-laminé-à-chaud-200x100x10mm;Cornière inégale 200x100x10mm Acier LAC;Cornière inégale 200x100x10mm Acier LAC;product;Cornière inégale en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Cornière inégale 200x100x10mm Acier LAC Aciers Grosjean;497;1;self;0001-01-01;5;59,31~L~d1~i2~r4~23.51 Kg;/p/corniere-inegale-200x100x10mm-acier-lac;301
U192;https://www.aciersgrosjean.be/cornière-inégale-en-acier-laminé-à-chaud-60x40x5mm;/cornière-inégale-en-acier-laminé-à-chaud-60x40x5mm;Cornière inégale 60x40x5mm Acier LAC;Cornière inégale 60x40x5mm Acier LAC;product;Cornière inégale en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Cornière inégale 60x40x5mm Acier LAC Aciers Grosjean;496;1;self;0001-01-01;5;9,72~L~d1~i2~r0~3.89 Kg;/p/corniere-inegale-60x40x5mm-acier-lac;301
U193;https://www.aciersgrosjean.be/cornière-inégale-en-acier-laminé-à-chaud-70x50x6mm;/cornière-inégale-en-acier-laminé-à-chaud-70x50x6mm;Cornière inégale 70x50x6mm Acier LAC;Cornière inégale 70x50x6mm Acier LAC;product;Cornière inégale en acier laminé à chaud;T04 Fiche produit;200;oui;P1;Cornière inégale 70x50x6mm Acier LAC Aciers Grosjean;495;1;self;0001-01-01;5;14,42~L~d1~i2~r0~5.53 Kg;/p/corniere-inegale-70x50x6mm-acier-lac;301
U194;https://www.aciersgrosjean.be/fer-rond-plein-lisse-de-10mm-de-diamètre;/fer-rond-plein-lisse-de-10mm-de-diamètre;Rond lisse 10mm en acier laminée à chaud;Rond lisse 10mm en acier laminée à chaud;product;Rond plein lisse;T04 Fiche produit;200;oui;P1;Rond lisse 10mm en acier laminée à chaud Aciers Grosjean;522;1;self;0001-01-01;5;1,62~L~d1~i2~r4~0.63 Kg;/p/rond-lisse-10mm-en-acier-laminee-a-chaud;301
U195;https://www.aciersgrosjean.be/fer-rond-plein-lisse-de-12mm-de-diamètre;/fer-rond-plein-lisse-de-12mm-de-diamètre;Rond lisse 12mm en acier laminée à chaud;Rond lisse 12mm en acier laminée à chaud;product;Rond plein lisse;T04 Fiche produit;200;oui;P1;Rond lisse 12mm en acier laminée à chaud Aciers Grosjean;522;1;self;0001-01-01;5;2,27~L~d1~i2~r4~0.91 Kg;/p/rond-lisse-12mm-en-acier-laminee-a-chaud;301
U196;https://www.aciersgrosjean.be/fer-rond-plein-lisse-de-14mm-de-diamètre;/fer-rond-plein-lisse-de-14mm-de-diamètre;Rond lisse 14mm en acier laminée à chaud;Rond lisse 14mm en acier laminée à chaud;product;Rond plein lisse;T04 Fiche produit;200;oui;P1;Rond lisse 14mm en acier laminée à chaud Aciers Grosjean;522;1;self;0001-01-01;5;3,05~L~d1~i2~r4~1.24 Kg;/p/rond-lisse-14mm-en-acier-laminee-a-chaud;301
U197;https://www.aciersgrosjean.be/fer-rond-plein-lisse-de-16mm-de-diamètre;/fer-rond-plein-lisse-de-16mm-de-diamètre;Rond lisse 16mm en acier laminée à chaud;Rond lisse 16mm en acier laminée à chaud;product;Rond plein lisse;T04 Fiche produit;200;oui;P1;Rond lisse 16mm en acier laminée à chaud Aciers Grosjean;522;1;self;0001-01-01;5;3,97~L~d1~i2~r4~1.62 Kg;/p/rond-lisse-16mm-en-acier-laminee-a-chaud;301
U198;https://www.aciersgrosjean.be/fer-rond-plein-lisse-de-18mm-de-diamètre;/fer-rond-plein-lisse-de-18mm-de-diamètre;Rond lisse 18mm en acier laminée à chaud;Rond lisse 18mm en acier laminée à chaud;product;Rond plein lisse;T04 Fiche produit;200;oui;P1;Rond lisse 18mm en acier laminée à chaud Aciers Grosjean;522;1;self;0001-01-01;5;5,02~L~d1~i2~r0~2.05 Kg;/p/rond-lisse-18mm-en-acier-laminee-a-chaud;301
U199;https://www.aciersgrosjean.be/fer-rond-plein-lisse-de-20mm-de-diamètre;/fer-rond-plein-lisse-de-20mm-de-diamètre;Rond lisse 20mm en acier laminée à chaud;Rond lisse 20mm en acier laminée à chaud;product;Rond plein lisse;T04 Fiche produit;200;oui;P1;Rond lisse 20mm en acier laminée à chaud Aciers Grosjean;522;1;self;0001-01-01;5;6,20~L~d1~i2~r3~2.53 Kg;/p/rond-lisse-20mm-en-acier-laminee-a-chaud;301
U200;https://www.aciersgrosjean.be/fer-rond-plein-lisse-de-22mm-de-diamètre;/fer-rond-plein-lisse-de-22mm-de-diamètre;Rond lisse 22mm en acier laminée à chaud;Rond lisse 22mm en acier laminée à chaud;product;Rond plein lisse;T04 Fiche produit;200;oui;P1;Rond lisse 22mm en acier laminée à chaud Aciers Grosjean;522;1;self;0001-01-01;5;7,48~L~d1~i2~r0~3.05 Kg;/p/rond-lisse-22mm-en-acier-laminee-a-chaud;301
U201;https://www.aciersgrosjean.be/fer-rond-plein-lisse-de-6mm-de-diamètre;/fer-rond-plein-lisse-de-6mm-de-diamètre;Rond lisse 6mm en acier laminée à chaud;Rond lisse 6mm en acier laminée à chaud;product;Rond plein lisse;T04 Fiche produit;200;oui;P1;Rond lisse 6mm en acier laminée à chaud Aciers Grosjean;521;1;self;0001-01-01;5;0,58~L~d1~i2~r4~0.23 Kg;/p/rond-lisse-6mm-en-acier-laminee-a-chaud;301
U202;https://www.aciersgrosjean.be/fer-rond-plein-lisse-de-8mm-de-diamètre;/fer-rond-plein-lisse-de-8mm-de-diamètre;Rond lisse 8mm en acier laminée à chaud;Rond lisse 8mm en acier laminée à chaud;product;Rond plein lisse;T04 Fiche produit;200;oui;P1;Rond lisse 8mm en acier laminée à chaud Aciers Grosjean;521;1;self;0001-01-01;5;1,04~L~d1~i2~r4~0.4 Kg;/p/rond-lisse-8mm-en-acier-laminee-a-chaud;301
U203;https://www.aciersgrosjean.be/fer-en-t-20x3mm-2;/fer-en-t-20x3mm-2;Fer en T 20x3mm en acier laminé à chaud;Fer en T 20x3mm en acier laminé à chaud;product;Fer T;T04 Fiche produit;200;oui;P1;Fer en T 20x3mm en acier laminé à chaud Aciers Grosjean;579;1;self;0001-01-01;5;2,58~L~d1~i3~r4~0.92 Kg;/p/fer-en-t-20x3mm-en-acier-lamine-a-chaud;301
U204;https://www.aciersgrosjean.be/fer-en-t-30x4mm-3;/fer-en-t-30x4mm-3;Fer en T 30x4mm en acier laminé à chaud;Fer en T 30x4mm en acier laminé à chaud;product;Fer T;T04 Fiche produit;200;oui;P1;Fer en T 30x4mm en acier laminé à chaud Aciers Grosjean;579;1;self;0001-01-01;5;4,97~L~d1~i3~r4~1.81 Kg;/p/fer-en-t-30x4mm-en-acier-lamine-a-chaud;301
U205;https://www.aciersgrosjean.be/fer-en-t-40x5mm-2;/fer-en-t-40x5mm-2;Fer en T 40x5mm en acier laminé à chaud;Fer en T 40x5mm en acier laminé à chaud;product;Fer T;T04 Fiche produit;200;oui;P1;Fer en T 40x5mm en acier laminé à chaud Aciers Grosjean;580;1;self;0001-01-01;5;8,29~L~d1~i3~r0~3.03 Kg;/p/fer-en-t-40x5mm-en-acier-lamine-a-chaud;301
U206;https://www.aciersgrosjean.be/fer-en-t-50x6mm-2;/fer-en-t-50x6mm-2;Fer en T 50x6mm en acier laminé à chaud;Fer en T 50x6mm en acier laminé à chaud;product;Fer T;T04 Fiche produit;200;oui;P1;Fer en T 50x6mm en acier laminé à chaud Aciers Grosjean;579;1;self;0001-01-01;5;12,44~L~d1~i3~r4~4.55 Kg;/p/fer-en-t-50x6mm-en-acier-lamine-a-chaud;301
U207;https://www.aciersgrosjean.be/fer-en-t-60x7mm-2;/fer-en-t-60x7mm-2;Fer en T 60x7mm en acier laminé à chaud;Fer en T 60x7mm en acier laminé à chaud;product;Fer T;T04 Fiche produit;200;oui;P1;Fer en T 60x7mm en acier laminé à chaud Aciers Grosjean;579;1;self;0001-01-01;5;17,45~L~d1~i3~r0~6.38 Kg;/p/fer-en-t-60x7mm-en-acier-lamine-a-chaud;301
U208;https://www.aciersgrosjean.be/tube-en-acier-rond-brut-série-légère-de-diamètre-1016x365mm;/tube-en-acier-rond-brut-série-légère-de-diamètre-1016x365mm;Tube rond 101,6x3,65mm en acier brut série légère;Tube rond 101,6x3,65mm en acier brut série légère;product;Tube rond acier;T04 Fiche produit;200;oui;P1;Tube rond 101,6x3,65mm en acier brut série légère Aciers Grosjean;398;1;self;0001-01-01;5;24,10~L~d1~i3~r0~8.7 Kg;/p/tube-rond-101-6x3-65mm-en-acier-brut-serie-legere;301
U209;https://www.aciersgrosjean.be/tube-en-acier-rond-brut-série-légère-de-diamètre-1143x365mm;/tube-en-acier-rond-brut-série-légère-de-diamètre-1143x365mm;Tube rond 114,3x3,65mm en acier brut série légère;Tube rond 114,3x3,65mm en acier brut série légère;product;Tube rond acier;T04 Fiche produit;200;oui;P1;Tube rond 114,3x3,65mm en acier brut série légère Aciers Grosjean;398;1;self;0001-01-01;5;27,43~L~d1~i3~r0~9.9 Kg;/p/tube-rond-114-3x3-65mm-en-acier-brut-serie-legere;301
U210;https://www.aciersgrosjean.be/tube-en-acier-rond-brut-série-légère-de-diamètre-172x18mm;/tube-en-acier-rond-brut-série-légère-de-diamètre-172x18mm;Tube rond 17,2(18)x2mm en acier brut série légère;Tube rond 17,2(18)x2mm en acier brut série légère;product;Tube rond acier;T04 Fiche produit;200;oui;P1;Tube rond 17,2(18)x2mm en acier brut série légère Aciers Grosjean;398;1;self;0001-01-01;5;2,13~L~d1~i3~r4~0.77 Kg;/p/tube-rond-17-2-18-x2mm-en-acier-brut-serie-legere;301
U211;https://www.aciersgrosjean.be/tube-en-acier-rond-brut-série-légère-de-diamètre-213x2mm;/tube-en-acier-rond-brut-série-légère-de-diamètre-213x2mm;Tube rond 21,3x2mm en acier brut série légère;Tube rond 21,3x2mm en acier brut série légère;product;Tube rond acier;T04 Fiche produit;200;oui;P1;Tube rond 21,3x2mm en acier brut série légère Aciers Grosjean;394;1;self;0001-01-01;5;2,71~L~d1~i3~r4~0.98 Kg;/p/tube-rond-21-3x2mm-en-acier-brut-serie-legere;301
U212;https://www.aciersgrosjean.be/tube-en-acier-rond-brut-série-légère-de-diamètre-269x235mm;/tube-en-acier-rond-brut-série-légère-de-diamètre-269x235mm;Tube rond 26,9x2,5mm en acier brut série légère;Tube rond 26,9x2,5mm en acier brut série légère;product;Tube rond acier;T04 Fiche produit;200;oui;P1;Tube rond 26,9x2,5mm en acier brut série légère Aciers Grosjean;396;1;self;0001-01-01;5;3,91~L~d1~i3~r4~1.41 Kg;/p/tube-rond-26-9x2-5mm-en-acier-brut-serie-legere;301
U213;https://www.aciersgrosjean.be/tube-en-acier-rond-brut-série-légère-de-diamètre-337x25mm;/tube-en-acier-rond-brut-série-légère-de-diamètre-337x25mm;Tube rond 33,7x2,5mm en acier brut série légère;Tube rond 33,7x2,5mm en acier brut série légère;product;Tube rond acier;T04 Fiche produit;200;oui;P1;Tube rond 33,7x2,5mm en acier brut série légère Aciers Grosjean;396;1;self;0001-01-01;5;5,46~L~d1~i3~r4~1.97 Kg;/p/tube-rond-33-7x2-5mm-en-acier-brut-serie-legere;301
U214;https://www.aciersgrosjean.be/tube-en-acier-rond-brut-série-légère-de-diamètre-424x25mm;/tube-en-acier-rond-brut-série-légère-de-diamètre-424x25mm;Tube rond 42,4x2,5mm en acier brut série légère;Tube rond 42,4x2,5mm en acier brut série légère;product;Tube rond acier;T04 Fiche produit;200;oui;P1;Tube rond 42,4x2,5mm en acier brut série légère Aciers Grosjean;396;1;self;0001-01-01;5;6,98~L~d1~i3~r4~2.52 Kg;/p/tube-rond-42-4x2-5mm-en-acier-brut-serie-legere;301
U215;https://www.aciersgrosjean.be/tube-en-acier-rond-brut-série-légère-de-diamètre-483x29mm;/tube-en-acier-rond-brut-série-légère-de-diamètre-483x29mm;Tube rond 48,3x3mm en acier brut série légère;Tube rond 48,3x3mm en acier brut série légère;product;Tube rond acier;T04 Fiche produit;200;oui;P1;Tube rond 48,3x3mm en acier brut série légère Aciers Grosjean;394;1;self;0001-01-01;5;9,23~L~d1~i3~r1~3.33 Kg;/p/tube-rond-48-3x3mm-en-acier-brut-serie-legere;301
U216;https://www.aciersgrosjean.be/tube-en-acier-rond-brut-série-légère-de-diamètre-603x29mm;/tube-en-acier-rond-brut-série-légère-de-diamètre-603x29mm;Tube rond 60,3x3mm en acier brut série légère;Tube rond 60,3x3mm en acier brut série légère;product;Tube rond acier;T04 Fiche produit;200;oui;P1;Tube rond 60,3x3mm en acier brut série légère Aciers Grosjean;394;1;self;0001-01-01;5;11,66~L~d1~i3~r1~4.21 Kg;/p/tube-rond-60-3x3mm-en-acier-brut-serie-legere;301
U217;https://www.aciersgrosjean.be/tube-en-acier-rond-brut-série-légère-de-diamètre-761x325mm;/tube-en-acier-rond-brut-série-légère-de-diamètre-761x325mm;Tube rond 76,1x3,25mm en acier brut série légère;Tube rond 76,1x3,25mm en acier brut série légère;product;Tube rond acier;T04 Fiche produit;200;oui;P1;Tube rond 76,1x3,25mm en acier brut série légère Aciers Grosjean;397;1;self;0001-01-01;5;16,07~L~d1~i3~r0~5.8 Kg;/p/tube-rond-76-1x3-25mm-en-acier-brut-serie-legere;301
U218;https://www.aciersgrosjean.be/tube-en-acier-rond-brut-série-légère-de-diamètre-889x325mm;/tube-en-acier-rond-brut-série-légère-de-diamètre-889x325mm;Tube rond 88,9x3,00mm en acier brut série légère;Tube rond 88,9x3,00mm en acier brut série légère;product;Tube rond acier;T04 Fiche produit;200;oui;P1;Tube rond 88,9x3,00mm en acier brut série légère Aciers Grosjean;397;1;self;0001-01-01;5;18,86~L~d1~i3~r1~6.81 Kg;/p/tube-rond-88-9x3-00mm-en-acier-brut-serie-legere;301
U219;https://www.aciersgrosjean.be/tube-en-acier-profilé-rectangle-de-100x50x3mm;/tube-en-acier-profilé-rectangle-de-100x50x3mm;Tube rectangle 100x50x3mm en acier;Tube rectangle 100x50x3mm en acier;product;Tube rectangle acier;T04 Fiche produit;200;oui;P1;Tube rectangle 100x50x3mm en acier Aciers Grosjean;1075;1;self;0001-01-01;5;18,34~L~d1~i3~r1~7.05 Kg;/p/tube-rectangle-100x50x3mm-en-acier;301
U220;https://www.aciersgrosjean.be/tube-en-acier-profilé-rectangle-de-100x50x4mm;/tube-en-acier-profilé-rectangle-de-100x50x4mm;Tube rectangle 100x50x4mm en acier;Tube rectangle 100x50x4mm en acier;product;Tube rectangle acier;T04 Fiche produit;200;oui;P1;Tube rectangle 100x50x4mm en acier Aciers Grosjean;1075;1;self;0001-01-01;5;23,39~L~d1~i3~r4~8.99 Kg;/p/tube-rectangle-100x50x4mm-en-acier;301
U221;https://www.aciersgrosjean.be/tube-en-acier-profilé-rectangle-de-120x60x3mm;/tube-en-acier-profilé-rectangle-de-120x60x3mm;Tube rectangle 120x60x3mm en acier;Tube rectangle 120x60x3mm en acier;product;Tube rectangle acier;T04 Fiche produit;200;oui;P1;Tube rectangle 120x60x3mm en acier Aciers Grosjean;1075;1;self;0001-01-01;5;22,17~L~d1~i3~r0~8.52 Kg;/p/tube-rectangle-120x60x3mm-en-acier;301
U222;https://www.aciersgrosjean.be/tube-en-acier-profilé-rectangle-de-120x60x4mm;/tube-en-acier-profilé-rectangle-de-120x60x4mm;Tube rectangle 120x60x4mm en acier;Tube rectangle 120x60x4mm en acier;product;Tube rectangle acier;T04 Fiche produit;200;oui;P1;Tube rectangle 120x60x4mm en acier Aciers Grosjean;1075;1;self;0001-01-01;5;28,51~L~d1~i3~r0~10.96 Kg;/p/tube-rectangle-120x60x4mm-en-acier;301
U223;https://www.aciersgrosjean.be/tube-en-acier-profilé-rectangle-de-200x100x5mm;/tube-en-acier-profilé-rectangle-de-200x100x5mm;Tube rectangle 200x100x5mm en acier;Tube rectangle 200x100x5mm en acier;product;Tube rectangle acier;T04 Fiche produit;200;oui;P1;Tube rectangle 200x100x5mm en acier Aciers Grosjean;1076;1;self;0001-01-01;5;61,01~L~d1~i3~r0~23.45 Kg;/p/tube-rectangle-200x100x5mm-en-acier;301
U224;https://www.aciersgrosjean.be/tube-en-acier-profilé-rectangle-de-30x15x2mm;/tube-en-acier-profilé-rectangle-de-30x15x2mm;Tube rectangle 30x15x2mm en acier;Tube rectangle 30x15x2mm en acier;product;Tube rectangle acier;T04 Fiche produit;200;oui;P1;Tube rectangle 30x15x2mm en acier Aciers Grosjean;1074;1;self;0001-01-01;5;3,41~L~d1~i3~r4~1.31 Kg;/p/tube-rectangle-30x15x2mm-en-acier;301
U225;https://www.aciersgrosjean.be/tube-en-acier-profilé-rectangle-de-30x20x2mm;/tube-en-acier-profilé-rectangle-de-30x20x2mm;Tube rectangle 30x20x2mm en acier;Tube rectangle 30x20x2mm en acier;product;Tube rectangle acier;T04 Fiche produit;200;oui;P1;Tube rectangle 30x20x2mm en acier Aciers Grosjean;1074;1;self;0001-01-01;5;3,82~L~d1~i3~r3~1.47 Kg;/p/tube-rectangle-30x20x2mm-en-acier;301
U226;https://www.aciersgrosjean.be/tube-en-acier-profilé-rectangle-de-40x20x2mm;/tube-en-acier-profilé-rectangle-de-40x20x2mm;Tube rectangle 40x20x2mm en acier;Tube rectangle 40x20x2mm en acier;product;Tube rectangle acier;T04 Fiche produit;200;oui;P1;Tube rectangle 40x20x2mm en acier Aciers Grosjean;1074;1;self;0001-01-01;5;4,66~L~d1~i3~r4~1.79 Kg;/p/tube-rectangle-40x20x2mm-en-acier;301
U227;https://www.aciersgrosjean.be/tube-en-acier-profilé-rectangle-de-40x20x3mm;/tube-en-acier-profilé-rectangle-de-40x20x3mm;Tube rectangle 40x20x3mm en acier;Tube rectangle 40x20x3mm en acier;product;Tube rectangle acier;T04 Fiche produit;200;oui;P1;Tube rectangle 40x20x3mm en acier Aciers Grosjean;1074;1;self;0001-01-01;5;6,74~L~d1~i3~r1~2.59 Kg;/p/tube-rectangle-40x20x3mm-en-acier;301
U228;https://www.aciersgrosjean.be/tube-en-acier-profilé-rectangle-de-40x30x2mm;/tube-en-acier-profilé-rectangle-de-40x30x2mm;Tube rectangle 40x30x2mm en acier;Tube rectangle 40x30x2mm en acier;product;Tube rectangle acier;T04 Fiche produit;200;oui;P1;Tube rectangle 40x30x2mm en acier Aciers Grosjean;1074;1;self;0001-01-01;5;5,52~L~d1~i3~r4~2.12 Kg;/p/tube-rectangle-40x30x2mm-en-acier;301
